"NodeAid","NodeAType","NodeBid","NodeBType","distance","isLOS","pathLoss","maxPathLoss","bitrate","maxbitrate","isAssignable","sarDL","sarUL","status","amc","rbused"
"0","CPE","182","EDGE","0.10579403362568802","true","48.20557382341327","97.48026179472768","1036.0","7508.0","true","6.473069853591078","3.265452360962453E-6","INIT","19","1491"
"0","CPE","215","EDGE","31.800229110640558","true","97.76495528521312","98.48026179472768","1036.0","6390.0","true","7.164273344876623E-5","0.0015752826832678615","INIT","18","1750"
"0","CPE","298","EDGE","49.647071279918976","true","101.63422299042537","103.48026179472768","1036.0","5620.0","true","2.9393098971325538E-5","0.003839593691495916","INIT","16","1993"
"0","CPE","162","EDGE","77.15152775092415","true","105.4632409134628","106.1802617947277","1036.0","4620.0","true","1.217148546210603E-5","0.00927229118706838","INIT","13","2421"
"0","CPE","206","EDGE","159.38458687867342","true","111.76527672805385","112.48026179472768","1036.0","2695.0","true","2.851937496579415E-6","0.039572240807933874","INIT","10","4144"
"0","CPE","187","EDGE","231.89068677035598","true","115.02201644191942","116.1802617947277","1036.0","1925.0","true","1.347305342319177E-6","0.08376538995202817","CONNECTED","7","5821"
"77","EDGE","166","EDGE","22.999969603860876","true","94.95089554752047","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"166","EDGE","77","EDGE","22.999969603860876","true","94.95089554752047","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"77","EDGE","237","EDGE","113.29396577065185","true","108.80048589052777","112.48026179472768","0.0","2695.0","true","0.0","0.0","INIT","10","0"
"237","EDGE","77","EDGE","113.29396577065185","true","108.80048589052777","112.48026179472768","0.0","2695.0","true","0.0","0.0","INIT","10","0"
"77","EDGE","294","EDGE","124.75195039231808","true","109.63729718978225","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"294","EDGE","77","EDGE","124.75195039231808","true","109.63729718978225","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"230","EDGE","269","EDGE","418.1321303473899","true","120.14262112893245","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
"269","EDGE","230","EDGE","418.1321303473899","true","120.14262112893245","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
"16","EDGE","300","EDGE","13.25448479683904","true","90.16360733273581","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"300","EDGE","16","EDGE","13.25448479683904","true","90.16360733273581","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"16","EDGE","91","EDGE","60.74905159443399","true","103.38714034978838","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"91","EDGE","16","EDGE","60.74905159443399","true","103.38714034978838","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"16","EDGE","19","EDGE","72.75435534855836","true","104.95353024484957","106.1802617947277","0.0","4620.0","true","0.0","0.0","INIT","13","0"
"19","EDGE","16","EDGE","72.75435534855836","true","104.95353024484957","106.1802617947277","0.0","4620.0","true","0.0","0.0","INIT","13","0"
"16","EDGE","280","EDGE","111.07326694053874","true","108.62854122088551","112.48026179472768","0.0","2695.0","true","0.0","0.0","INIT","10","0"
"280","EDGE","16","EDGE","111.07326694053874","true","108.62854122088551","112.48026179472768","0.0","2695.0","true","0.0","0.0","INIT","10","0"
"16","EDGE","111","EDGE","142.17762983239885","true","110.77297570740606","114.48026179472768","0.0","2310.0","true","0.0","0.0","INIT","8","0"
"111","EDGE","16","EDGE","142.17762983239885","true","110.77297570740606","114.48026179472768","0.0","2310.0","true","0.0","0.0","INIT","8","0"
"16","EDGE","222","EDGE","204.62040924595172","true","113.93532928481056","119.48026179472768","0.0","1155.0","true","0.0","0.0","INIT","3","0"
"222","EDGE","16","EDGE","204.62040924595172","true","113.93532928481056","119.48026179472768","0.0","1155.0","true","0.0","0.0","INIT","3","0"
"108","EDGE","155","EDGE","19.993486762927034","true","93.73412109586405","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"155","EDGE","108","EDGE","19.993486762927034","true","93.73412109586405","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"108","EDGE","129","EDGE","61.639609532878175","true","103.51354788498017","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"129","EDGE","108","EDGE","61.639609532878175","true","103.51354788498017","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"108","EDGE","178","EDGE","62.425852504877","true","103.62363994441084","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"178","EDGE","108","EDGE","62.425852504877","true","103.62363994441084","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"108","EDGE","125","EDGE","71.2156111873579","true","104.76785442313911","106.1802617947277","0.0","4620.0","true","0.0","0.0","INIT","13","0"
"125","EDGE","108","EDGE","71.2156111873579","true","104.76785442313911","106.1802617947277","0.0","4620.0","true","0.0","0.0","INIT","13","0"
"108","EDGE","204","EDGE","95.31700292788429","true","107.29975787176713","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"204","EDGE","108","EDGE","95.31700292788429","true","107.29975787176713","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"108","EDGE","216","EDGE","135.17830401962095","true","110.33449017371544","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"216","EDGE","108","EDGE","135.17830401962095","true","110.33449017371544","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"108","EDGE","159","EDGE","161.04792048589357","true","111.85545273441258","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"159","EDGE","108","EDGE","161.04792048589357","true","111.85545273441258","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"34","EDGE","80","EDGE","13.876079218038486","true","90.56168571717272","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"80","EDGE","34","EDGE","13.876079218038486","true","90.56168571717272","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"34","EDGE","203","EDGE","100.18051977436114","true","107.73201591906012","109.48026179472768","0.0","3080.0","true","0.0","0.0","INIT","11","0"
"203","EDGE","34","EDGE","100.18051977436114","true","107.73201591906012","109.48026179472768","0.0","3080.0","true","0.0","0.0","INIT","11","0"
"34","EDGE","234","EDGE","137.95944449529281","true","110.51137904574841","114.48026179472768","0.0","2310.0","true","0.0","0.0","INIT","8","0"
"234","EDGE","34","EDGE","137.95944449529281","true","110.51137904574841","114.48026179472768","0.0","2310.0","true","0.0","0.0","INIT","8","0"
"14","EDGE","136","EDGE","18.040142057228422","true","92.84114936768657","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"136","EDGE","14","EDGE","18.040142057228422","true","92.84114936768657","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"14","EDGE","299","EDGE","20.896100947902113","true","94.11765545924933","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"299","EDGE","14","EDGE","20.896100947902113","true","94.11765545924933","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"14","EDGE","199","EDGE","60.36304123550391","true","103.33177255534848","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"199","EDGE","14","EDGE","60.36304123550391","true","103.33177255534848","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"14","EDGE","24","EDGE","61.69435242422272","true","103.52125850639162","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"24","EDGE","14","EDGE","61.69435242422272","true","103.52125850639162","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"14","EDGE","165","EDGE","90.58775712097449","true","106.85774044647133","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"165","EDGE","14","EDGE","90.58775712097449","true","106.85774044647133","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"14","EDGE","209","EDGE","101.44229944642747","true","107.84073200685225","109.48026179472768","0.0","3080.0","true","0.0","0.0","INIT","11","0"
"209","EDGE","14","EDGE","101.44229944642747","true","107.84073200685225","109.48026179472768","0.0","3080.0","true","0.0","0.0","INIT","11","0"
"14","EDGE","263","EDGE","118.97647451975178","true","109.22557222374597","112.48026179472768","0.0","2695.0","true","0.0","0.0","INIT","10","0"
"263","EDGE","14","EDGE","118.97647451975178","true","109.22557222374597","112.48026179472768","0.0","2695.0","true","0.0","0.0","INIT","10","0"
"14","EDGE","243","EDGE","123.54987406491642","true","109.55319644738854","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"243","EDGE","14","EDGE","123.54987406491642","true","109.55319644738854","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"14","EDGE","208","EDGE","129.3609447492609","true","109.9524138792136","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"208","EDGE","14","EDGE","129.3609447492609","true","109.9524138792136","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"14","EDGE","134","EDGE","152.74407462695487","true","111.39563774089217","114.48026179472768","0.0","2310.0","true","0.0","0.0","INIT","8","0"
"134","EDGE","14","EDGE","152.74407462695487","true","111.39563774089217","114.48026179472768","0.0","2310.0","true","0.0","0.0","INIT","8","0"
"14","EDGE","74","EDGE","176.31427358577085","true","112.64209974998536","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"74","EDGE","14","EDGE","176.31427358577085","true","112.64209974998536","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"14","EDGE","78","EDGE","192.41535106405206","true","113.40114465570798","118.78026179472769","0.0","1252.0","true","0.0","0.0","INIT","4","0"
"78","EDGE","14","EDGE","192.41535106405206","true","113.40114465570798","118.78026179472769","0.0","1252.0","true","0.0","0.0","INIT","4","0"
"14","EDGE","179","EDGE","208.45343480329828","true","114.09653141886315","119.48026179472768","0.0","1155.0","true","0.0","0.0","INIT","3","0"
"179","EDGE","14","EDGE","208.45343480329828","true","114.09653141886315","119.48026179472768","0.0","1155.0","true","0.0","0.0","INIT","3","0"
"14","EDGE","97","EDGE","209.17270205819003","true","114.12645043791872","119.48026179472768","0.0","1155.0","true","0.0","0.0","INIT","3","0"
"97","EDGE","14","EDGE","209.17270205819003","true","114.12645043791872","119.48026179472768","0.0","1155.0","true","0.0","0.0","INIT","3","0"
"14","EDGE","245","EDGE","374.64280171702126","true","119.18869815820737","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
"245","EDGE","14","EDGE","374.64280171702126","true","119.18869815820737","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
"57","EDGE","130","EDGE","52.79942795960652","true","102.16893465258215","103.48026179472768","0.0","5390.0","true","0.0","0.0","INIT","15","0"
"130","EDGE","57","EDGE","52.79942795960652","true","102.16893465258215","103.48026179472768","0.0","5390.0","true","0.0","0.0","INIT","15","0"
"57","EDGE","287","EDGE","59.09897073534102","true","103.14794865212998","103.48026179472768","0.0","5390.0","true","0.0","0.0","INIT","15","0"
"287","EDGE","57","EDGE","59.09897073534102","true","103.14794865212998","103.48026179472768","0.0","5390.0","true","0.0","0.0","INIT","15","0"
