"NodeAid","NodeAType","NodeBid","NodeBType","distance","isLOS","pathLoss","maxPathLoss","bitrate","maxbitrate","isAssignable","sarDL","sarUL","status","amc","rbused"
"34","EDGE","44","EDGE","169.62846938918372","true","112.30632517275035","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"44","EDGE","34","EDGE","169.62846938918372","true","112.30632517275035","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"10","EDGE","16","EDGE","21.864285571975493","true","94.5110561280456","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"16","EDGE","10","EDGE","21.864285571975493","true","94.5110561280456","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"4","EDGE","30","EDGE","104.22765302539368","true","108.07600947683999","109.48026179472768","0.0","3080.0","true","0.0","0.0","INIT","11","0"
"30","EDGE","4","EDGE","104.22765302539368","true","108.07600947683999","109.48026179472768","0.0","3080.0","true","0.0","0.0","INIT","11","0"
"8","EDGE","29","EDGE","96.16109797124932","true","107.37633857577194","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"29","EDGE","8","EDGE","96.16109797124932","true","107.37633857577194","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"8","EDGE","36","EDGE","295.24945905356225","true","117.12013251792004","122.48026179472768","0.0","770.0","true","0.0","0.0","INIT","1","0"
"36","EDGE","8","EDGE","295.24945905356225","true","117.12013251792004","122.48026179472768","0.0","770.0","true","0.0","0.0","INIT","1","0"
"9","EDGE","23","EDGE","74.03126584232892","true","105.10465381299366","106.1802617947277","0.0","4620.0","true","0.0","0.0","INIT","13","0"
"23","EDGE","9","EDGE","74.03126584232892","true","105.10465381299366","106.1802617947277","0.0","4620.0","true","0.0","0.0","INIT","13","0"
"12","EDGE","40","EDGE","8.184860024188673","true","85.97657543810988","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"40","EDGE","12","EDGE","8.184860024188673","true","85.97657543810988","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
