"NodeAid","NodeAType","NodeBid","NodeBType","distance","isLOS","pathLoss","maxPathLoss","bitrate","maxbitrate","isAssignable","sarDL","sarUL","status","amc","rbused"
"112","EDGE","301","EDGE","13.735646045553386","true","90.47333212508026","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"301","EDGE","112","EDGE","13.735646045553386","true","90.47333212508026","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"112","EDGE","587","EDGE","56.03561399338389","true","102.68563300513415","103.48026179472768","0.0","5390.0","true","0.0","0.0","INIT","15","0"
"587","EDGE","112","EDGE","56.03561399338389","true","102.68563300513415","103.48026179472768","0.0","5390.0","true","0.0","0.0","INIT","15","0"
"112","EDGE","245","EDGE","62.2704599188178","true","103.60199177333782","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"245","EDGE","112","EDGE","62.2704599188178","true","103.60199177333782","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"112","EDGE","359","EDGE","70.3207717889024","true","104.65802287795128","106.1802617947277","0.0","4620.0","true","0.0","0.0","INIT","13","0"
"359","EDGE","112","EDGE","70.3207717889024","true","104.65802287795128","106.1802617947277","0.0","4620.0","true","0.0","0.0","INIT","13","0"
"259","EDGE","287","EDGE","7.428612295953931","true","85.13450416284354","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"287","EDGE","259","EDGE","7.428612295953931","true","85.13450416284354","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"155","EDGE","241","EDGE","10.348610816154245","true","88.01399139795885","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"241","EDGE","155","EDGE","10.348610816154245","true","88.01399139795885","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"155","EDGE","584","EDGE","119.40851501576567","true","109.25705625454515","112.48026179472768","0.0","2695.0","true","0.0","0.0","INIT","10","0"
"584","EDGE","155","EDGE","119.40851501576567","true","109.25705625454515","112.48026179472768","0.0","2695.0","true","0.0","0.0","INIT","10","0"
"155","EDGE","508","EDGE","144.69966635185716","true","110.92570090069876","114.48026179472768","0.0","2310.0","true","0.0","0.0","INIT","8","0"
"508","EDGE","155","EDGE","144.69966635185716","true","110.92570090069876","114.48026179472768","0.0","2310.0","true","0.0","0.0","INIT","8","0"
"469","EDGE","573","EDGE","280.367850267475","true","116.6709145397416","122.48026179472768","0.0","770.0","true","0.0","0.0","INIT","1","0"
"573","EDGE","469","EDGE","280.367850267475","true","116.6709145397416","122.48026179472768","0.0","770.0","true","0.0","0.0","INIT","1","0"
"66","EDGE","231","EDGE","52.57142166848641","true","102.13134473887439","103.48026179472768","0.0","5390.0","true","0.0","0.0","INIT","15","0"
"231","EDGE","66","EDGE","52.57142166848641","true","102.13134473887439","103.48026179472768","0.0","5390.0","true","0.0","0.0","INIT","15","0"
"66","EDGE","253","EDGE","60.67547737637024","true","103.37661434450865","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"253","EDGE","66","EDGE","60.67547737637024","true","103.37661434450865","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"66","EDGE","545","EDGE","70.97030787386736","true","104.73788409081885","106.1802617947277","0.0","4620.0","true","0.0","0.0","INIT","13","0"
"545","EDGE","66","EDGE","70.97030787386736","true","104.73788409081885","106.1802617947277","0.0","4620.0","true","0.0","0.0","INIT","13","0"
"66","EDGE","71","EDGE","129.73757958075646","true","109.97766613329652","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"71","EDGE","66","EDGE","129.73757958075646","true","109.97766613329652","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"66","EDGE","337","EDGE","136.32097816528986","true","110.40760418010035","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"337","EDGE","66","EDGE","136.32097816528986","true","110.40760418010035","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"181","EDGE","509","EDGE","7.22463725623893","true","84.89267123354202","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"509","EDGE","181","EDGE","7.22463725623893","true","84.89267123354202","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"181","EDGE","569","EDGE","18.824031732059947","true","93.21060323155396","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"569","EDGE","181","EDGE","18.824031732059947","true","93.21060323155396","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"181","EDGE","414","EDGE","171.9478765783191","true","112.4242866460833","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"414","EDGE","181","EDGE","171.9478765783191","true","112.4242866460833","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"201","EDGE","365","EDGE","15.407315555211923","true","91.47088985394026","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"365","EDGE","201","EDGE","15.407315555211923","true","91.47088985394026","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"490","EDGE","519","EDGE","7.859133410659479","true","85.62384352796022","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"519","EDGE","490","EDGE","7.859133410659479","true","85.62384352796022","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"490","EDGE","502","EDGE","157.6295736732919","true","111.66910432538725","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"502","EDGE","490","EDGE","157.6295736732919","true","111.66910432538725","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"284","EDGE","304","EDGE","85.40224285565131","true","106.34573583403994","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"304","EDGE","284","EDGE","85.40224285565131","true","106.34573583403994","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"284","EDGE","369","EDGE","117.76847378324126","true","109.1369312435026","112.48026179472768","0.0","2695.0","true","0.0","0.0","INIT","10","0"
"369","EDGE","284","EDGE","117.76847378324126","true","109.1369312435026","112.48026179472768","0.0","2695.0","true","0.0","0.0","INIT","10","0"
"284","EDGE","479","EDGE","136.8477943469945","true","110.44110634687222","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"479","EDGE","284","EDGE","136.8477943469945","true","110.44110634687222","113.48026179472768","0.0","2503.0","true","0.0","0.0","INIT","9","0"
"31","EDGE","249","EDGE","6.68264984335324","true","84.21532441844174","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"249","EDGE","31","EDGE","6.68264984335324","true","84.21532441844174","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"31","EDGE","266","EDGE","65.8586909262712","true","104.08861218593387","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"266","EDGE","31","EDGE","65.8586909262712","true","104.08861218593387","105.1802617947277","0.0","5005.0","true","0.0","0.0","INIT","14","0"
"31","EDGE","100","EDGE","85.32896302280892","true","106.3382796624915","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"100","EDGE","31","EDGE","85.32896302280892","true","106.3382796624915","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"31","EDGE","421","EDGE","85.52071246458034","true","106.35777651180001","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"421","EDGE","31","EDGE","85.52071246458034","true","106.35777651180001","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"31","EDGE","85","EDGE","88.34085433661595","true","106.63958220552512","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"85","EDGE","31","EDGE","88.34085433661595","true","106.63958220552512","107.48026179472768","0.0","3850.0","true","0.0","0.0","INIT","12","0"
"31","EDGE","110","EDGE","146.86484948795825","true","111.05470759707404","114.48026179472768","0.0","2310.0","true","0.0","0.0","INIT","8","0"
"110","EDGE","31","EDGE","146.86484948795825","true","111.05470759707404","114.48026179472768","0.0","2310.0","true","0.0","0.0","INIT","8","0"
"31","EDGE","79","EDGE","167.39143136238465","true","112.19101476676522","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"79","EDGE","31","EDGE","167.39143136238465","true","112.19101476676522","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"31","EDGE","235","EDGE","200.12904062713642","true","113.74255257557408","119.48026179472768","0.0","1155.0","true","0.0","0.0","INIT","3","0"
"235","EDGE","31","EDGE","200.12904062713642","true","113.74255257557408","119.48026179472768","0.0","1155.0","true","0.0","0.0","INIT","3","0"
"16","EDGE","88","EDGE","49.60242822130121","true","101.6264090526552","103.48026179472768","0.0","5390.0","true","0.0","0.0","INIT","15","0"
"88","EDGE","16","EDGE","49.60242822130121","true","101.6264090526552","103.48026179472768","0.0","5390.0","true","0.0","0.0","INIT","15","0"
"197","EDGE","325","EDGE","57.39522503903373","true","102.89386556689014","103.48026179472768","0.0","5390.0","true","0.0","0.0","INIT","15","0"
