"NodeAid","NodeAType","NodeBid","NodeBType","distance","isLOS","pathLoss","maxPathLoss","bitrate","maxbitrate","isAssignable","sarDL","sarUL","status","amc","rbused"
"6","EDGE","10","EDGE","160.21425612246705","true","111.81037345999599","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"10","EDGE","6","EDGE","160.21425612246705","true","111.81037345999599","117.48026179472768","0.0","1348.0","true","0.0","0.0","INIT","5","0"
"6","EDGE","8","EDGE","201.50665102325556","true","113.80213801102914","119.48026179472768","0.0","1155.0","true","0.0","0.0","INIT","3","0"
"8","EDGE","6","EDGE","201.50665102325556","true","113.80213801102914","119.48026179472768","0.0","1155.0","true","0.0","0.0","INIT","3","0"
"3","EDGE","5","EDGE","19.76326795632717","true","93.63352548577812","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"5","EDGE","3","EDGE","19.76326795632717","true","93.63352548577812","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"0","PoP","9","EDGE","22.13305569111165","true","94.6171778420199","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"9","EDGE","0","PoP","22.13305569111165","true","94.6171778420199","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"1","EDGE","10","EDGE","151.25293625720911","true","111.31042659257949","114.48026179472768","0.0","2310.0","true","0.0","0.0","INIT","8","0"
"10","EDGE","1","EDGE","151.25293625720911","true","111.31042659257949","114.48026179472768","0.0","2310.0","true","0.0","0.0","INIT","8","0"
"1","EDGE","8","EDGE","359.22246455319015","true","118.82362006913387","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
"8","EDGE","1","EDGE","359.22246455319015","true","118.82362006913387","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
