"NodeAid","NodeAType","NodeBid","NodeBType","distance","isLOS","pathLoss","maxPathLoss","bitrate","maxbitrate","isAssignable","sarDL","sarUL","status","amc","rbused"
"1","EDGE","5","EDGE","578.608823595542","true","122.96405135042713","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
"5","EDGE","1","EDGE","578.608823595542","true","122.96405135042713","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
"0","PoP","7","EDGE","15.737315310494337","true","91.65496323351584","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"7","EDGE","0","PoP","15.737315310494337","true","91.65496323351584","95.98026179472768","0.0","8085.0","true","0.0","0.0","INIT","20","0"
"0","PoP","1","EDGE","224.77035520388014","true","114.75113094410827","119.48026179472768","0.0","1155.0","true","0.0","0.0","INIT","3","0"
"1","EDGE","0","PoP","224.77035520388014","true","114.75113094410827","119.48026179472768","0.0","1155.0","true","0.0","0.0","INIT","3","0"
"0","PoP","10","EDGE","412.0514993488718","true","120.01538028148742","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
"10","EDGE","0","PoP","412.0514993488718","true","120.01538028148742","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
"0","PoP","5","EDGE","477.52294904949764","true","121.29623526568548","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
"5","EDGE","0","PoP","477.52294904949764","true","121.29623526568548","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
"0","PoP","2","EDGE","551.6613889183235","true","122.54980207647081","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
"2","EDGE","0","PoP","551.6613889183235","true","122.54980207647081","124.38026179472769","0.0","385.0","true","0.0","0.0","INIT","0","0"
